  4.9999925e-007  4.9999975e-001  4.9999975e-001
  4.9999975e-001  4.9999925e-007  4.9999975e-001
  4.9999975e-001  4.9999975e-001  4.9999925e-007
  3.3307509e-001  3.3288050e-001  3.3404441e-001
  9.9724304e-001  1.8320963e-003  9.2486204e-004
  1.4651185e-004  2.9152371e-004  9.9956196e-001
  4.1916485e-003  2.0848407e-003  9.9372351e-001
  2.0665150e-003  9.9688400e-001  1.0494829e-003
  3.0229933e-003  9.9087267e-001  6.1043378e-003
  9.7975952e-001  6.7461948e-003  1.3494281e-002
  4.6523294e-001  4.6598009e-001  6.8786966e-002
  6.6267253e-002  4.5617413e-001  4.7755861e-001
  1.6572143e-001  1.6517859e-001  6.6909998e-001
  1.6771057e-001  6.6246580e-001  1.6982364e-001
  1.6700542e-001  4.1264082e-001  4.2035375e-001
  4.6663213e-001  6.7157135e-002  4.6621073e-001
  6.6560155e-001  1.6722802e-001  1.6717043e-001
  4.1357713e-001  4.1804292e-001  1.6837994e-001
  4.1421485e-001  1.6714897e-001  4.1863619e-001
  9.8441749e-001  1.3759776e-002  1.8227311e-003
  1.0056957e-001  5.9278723e-001  3.0664320e-001
  1.2574465e-004  9.9977117e-001  1.0308405e-004
  9.9953999e-001  2.0496029e-004  2.5505262e-004
  9.7448593e-001  2.7988890e-003  2.2715176e-002
  2.3107630e-001  3.0678672e-001  4.6213698e-001
  4.6231226e-001  2.2997252e-001  3.0771521e-001
  2.1779384e-001  6.4978391e-001  1.3242225e-001
  3.1441098e-002  9.6471062e-001  3.8482804e-003
  9.9892058e-001  2.4163291e-004  8.3778967e-004
  3.0103816e-001  1.0068383e-001  5.9827800e-001
  1.0003106e-002  9.8713356e-001  2.8633323e-003
  6.4449043e-001  2.2234890e-001  1.3316068e-001
  2.3166028e-001  4.5894572e-001  3.0939400e-001
  4.6116798e-001  3.0647255e-001  2.3235947e-001
  3.0645853e-001  2.2970648e-001  4.6383499e-001
  2.1795098e-001  1.3063736e-001  6.5141166e-001
  3.0704417e-003  2.4427657e-003  9.9448679e-001
  4.4071933e-003  9.7981248e-001  1.5780328e-002
  2.0386615e-003  5.8435778e-004  9.9737698e-001
  2.1984090e-003  2.7413172e-003  9.9506027e-001
  1.0006622e-001  2.9439785e-001  6.0553593e-001
  3.0909907e-001  4.5827214e-001  2.3262878e-001
  5.9249146e-001  1.0208546e-001  3.0542308e-001
  1.3349687e-001  6.4279412e-001  2.2370901e-001
  3.0187202e-001  5.9567962e-001  1.0244835e-001
  1.3184686e-001  2.1850515e-001  6.4964800e-001
  9.9935994e-001  3.5481388e-004  2.8524627e-004
  5.9832053e-001  3.0054015e-001  1.0113931e-001
  5.9158712e-003  9.8658105e-001  7.5030824e-003
  6.5200976e-001  1.3120310e-001  2.1678713e-001
  1.0572272e-003  3.6955362e-003  9.9524724e-001
  9.7845146e-001  1.6706347e-002  4.8421899e-003
  5.0985906e-003  9.5340633e-001  4.1495078e-002
  7.1946224e-003  8.7865399e-004  9.9192672e-001
  3.5964313e-003  2.7942939e-002  9.6846063e-001
  8.5053616e-002  8.6058993e-001  5.4356456e-002
  1.2207306e-001  8.3226759e-001  4.5659351e-002
  3.6646401e-001  2.6564383e-001  3.6789216e-001
  5.4489876e-001  4.3497406e-001  2.0127177e-002
  5.4676826e-001  1.3890389e-001  3.1432785e-001
  8.4908309e-001  9.2592548e-002  5.8324362e-002
  7.7038852e-001  3.5401817e-002  1.9420966e-001
  2.3700366e-001  2.3703212e-001  5.2596421e-001
  2.9175558e-001  2.9100786e-001  4.1723656e-001
  8.2236222e-001  4.7690723e-002  1.2994706e-001
  5.5555435e-002  8.8511470e-002  8.5593309e-001
  1.9476837e-001  7.6977571e-001  3.5455920e-002
  1.8449320e-001  3.3740310e-002  7.8176649e-001
  8.9430160e-002  7.1819042e-001  1.9237942e-001
  4.9954996e-001  3.1788561e-001  1.8256443e-001
  9.5078244e-002  4.3899527e-001  4.6592648e-001
  1.3936227e-001  7.4956495e-001  1.1107278e-001
  1.0923271e-001  1.3880667e-001  7.5196062e-001
  2.3648736e-001  5.7963225e-001  1.8388039e-001
  2.6678236e-001  3.6500815e-001  3.6820949e-001
  5.8382404e-001  2.3471809e-001  1.8145787e-001
  4.6988781e-002  8.2476543e-001  1.2824579e-001
  1.8146328e-001  4.9914141e-001  3.1939531e-001
  3.1452756e-001  5.0366141e-001  1.8181102e-001
  5.4165331e-001  3.1896860e-001  1.3937809e-001
  6.5919736e-002  6.5549426e-002  8.6853084e-001
  2.3402043e-001  1.7943891e-001  5.8654066e-001
  3.1417735e-001  1.7982764e-001  5.0599501e-001
  4.1588545e-001  2.9133909e-001  2.9277546e-001
  2.9261320e-001  4.1456686e-001  2.9281994e-001
  7.5461856e-001  1.0808864e-001  1.3729280e-001
  8.5911812e-002  5.3363077e-002  8.6072511e-001
  1.7924110e-001  7.3451850e-001  8.6240399e-002
  5.6297288e-002  8.5221577e-001  9.1486938e-002
  2.7217264e-001  6.5817428e-001  6.9653080e-002
  5.2483594e-001  2.3635572e-001  2.3880834e-001
  1.2913420e-001  4.2669732e-001  4.4416847e-001
  6.5241384e-001  6.9559934e-002  2.7802622e-001
  1.3759587e-001  1.0746332e-001  7.5494081e-001
  2.1315455e-001  3.9096038e-001  3.9588508e-001
  3.9424983e-001  2.1170279e-001  3.9404739e-001
